timestamp target_q_0 target_q_1 target_q_2 target_q_3 target_q_4 target_q_5 target_qd_0 target_qd_1 target_qd_2 target_qd_3 target_qd_4 target_qd_5 target_qdd_0 target_qdd_1 target_qdd_2 target_qdd_3 target_qdd_4 target_qdd_5 target_current_0 target_current_1 target_current_2 target_current_3 target_current_4 target_current_5 target_moment_0 target_moment_1 target_moment_2 target_moment_3 target_moment_4 target_moment_5 actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 actual_current_0 actual_current_1 actual_current_2 actual_current_3 actual_current_4 actual_current_5 joint_control_output_0 joint_control_output_1 joint_control_output_2 joint_control_output_3 joint_control_output_4 joint_control_output_5 actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5 actual_TCP_speed_0 actual_TCP_speed_1 actual_TCP_speed_2 actual_TCP_speed_3 actual_TCP_speed_4 actual_TCP_speed_5 actual_TCP_force_0 actual_TCP_force_1 actual_TCP_force_2 actual_TCP_force_3 actual_TCP_force_4 actual_TCP_force_5 target_TCP_pose_0 target_TCP_pose_1 target_TCP_pose_2 target_TCP_pose_3 target_TCP_pose_4 target_TCP_pose_5 target_TCP_speed_0 target_TCP_speed_1 target_TCP_speed_2 target_TCP_speed_3 target_TCP_speed_4 target_TCP_speed_5 actual_digital_input_bits joint_temperatures_0 joint_temperatures_1 joint_temperatures_2 joint_temperatures_3 joint_temperatures_4 joint_temperatures_5 actual_execution_time robot_mode joint_mode_0 joint_mode_1 joint_mode_2 joint_mode_3 joint_mode_4 joint_mode_5 safety_status actual_tool_accelerometer_0 actual_tool_accelerometer_1 actual_tool_accelerometer_2 speed_scaling target_speed_fraction actual_momentum actual_main_voltage actual_robot_voltage actual_robot_current actual_joint_voltage_0 actual_joint_voltage_1 actual_joint_voltage_2 actual_joint_voltage_3 actual_joint_voltage_4 actual_joint_voltage_5 actual_digital_output_bits runtime_state joint_position_deviation_ratio
4029.5389999999998 6.776263578034403e-21 -1.5707963267948966 8.881784197001252e-16 -1.5707963267948966 4.440875157841681e-16 8.881784197001252e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.6922923519978926e-21 3.3220151181012625e-06 -3.542047488735989e-05 -3.388713309959712e-07 1.0608197698047661e-07 0.0 2.9585068627938816e-20 3.6536223869353384e-05 -0.0003901179696282926 -2.8585753579742445e-06 9.010789655723791e-07 0.0 1.2144851098128129e-05 -1.5707534360957034 3.639851705372621e-06 -1.5707843941493884 1.4305123841040768e-07 8.58306884765625e-06 0.0 0.0 -0.0 0.0 0.0 0.0 -0.1901102215051651 -0.13885793089866638 -0.15719644725322723 -0.039112113416194916 0.012991849333047867 -0.054992035031318665 2.6922923519978926e-21 3.3220151181012625e-06 -3.542047488735989e-05 -3.388713309959712e-07 1.0608197698047661e-07 0.0 -0.0010763884969953942 -0.23365604688461722 1.0802957867938283 -0.005123460914961017 -2.2187278258508263 2.2193870835226552 0.0 0.0 0.0 0.0 0.0 0.0 0.3602475293873957 -0.04378330984569518 -0.2940725426466663 -0.0028499500406674355 -0.0022516311845494673 -0.007008068183707679 -0.0010369009249316316 -0.23365603829458223 1.0802958470402677 -0.00506264323746423 -2.2186881488822174 2.2193475361807398 0.0 0.0 0.0 0.0 0.0 0.0 0 27.25 27.25 27.0 31.5 33.75 34.25 0.416099 7 253 253 253 253 253 253 1 -0.1149216815829277 -9.251194953918457 0.1149216741323471 0.0 1.0 0.0 47.73076629638672 47.76301193237305 0.5617354512214661 47.61359405517578 47.6279296875 47.57059860229492 47.513267517089844 47.61359405517578 47.32693862915039 0 4 0.0003138790634693578
4029.6389999999997 6.776263578034403e-21 -1.5707963267948966 8.881784197001252e-16 -1.5707963267948966 4.440875157841681e-16 8.881784197001252e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.91685029136965e-21 8.467119914712384e-05 -1.3277603102324065e-05 -5.859269549546298e-06 1.3752376162301516e-06 0.0 9.798550873374479e-20 0.0009312316853688884 -0.00014623833109260467 -4.942632186321258e-05 1.1681510379784697e-05 0.0 -6.977711812794496e-06 -1.5707640283292967 3.129640688115387e-05 -1.5707994900145472 -4.116688863575746e-06 -1.5083943502247621e-05 0.0 0.0 -0.0 0.0 0.0 0.0 -0.18218611180782318 -0.18278862535953522 -0.15744777023792267 -0.03887828066945076 -0.00394328311085701 -0.04284721612930298 8.91685029136965e-21 8.467119914712384e-05 -1.3277603102324065e-05 -5.859269549546298e-06 1.3752376162301516e-06 0.0 -0.0010836773524954425 -0.2336560470610756 1.0802957600646699 -0.005125320766566154 -2.218705441127977 2.219364326542985 0.0 0.0 0.0 0.0 0.0 0.0 0.6202294484092961 -0.06795024331625037 -0.32996825136925045 -0.005371202184039208 -0.0012858271855575136 -0.014885083346385665 -0.0010369009249316316 -0.23365603829458223 1.0802958470402677 -0.00506264323746423 -2.2186881488822174 2.2193475361807398 0.0 0.0 0.0 0.0 0.0 0.0 0 27.25 27.25 27.0 31.5 33.5 34.25 0.419528 7 253 253 253 253 253 253 1 -0.07661445438861847 -9.193734169006348 0.05746084079146385 0.0 1.0 0.0 47.707481384277344 47.76838302612305 0.5124996304512024 47.59926223754883 47.6279296875 47.55626678466797 47.498931884765625 47.584930419921875 47.32693862915039 0 4 0.0003138780448352918
4029.739 6.776263578034403e-21 -1.5707963267948966 8.881784197001252e-16 -1.5707963267948966 4.440875157841681e-16 8.881784197001252e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.7271133351775497e-21 2.932779534603469e-05 -1.6614230844425038e-05 4.391455149743706e-06 -1.5013079064374324e-06 0.0 -1.8978907238057912e-20 0.00032255330488797386 -0.0001829876550383667 3.704445694275836e-05 -1.2752373110346802e-05 0.0 8.561653885408305e-06 -1.570796327 1.5083943502247621e-05 -1.5707958501628418 1.9085406165686436e-05 8.58306884765625e-06 0.0 0.0 -0.0 0.0 0.0 0.0 -0.16933493316173553 -0.12964323163032532 -0.21554206311702728 -0.054758746176958084 -0.002267148345708847 -0.02178524062037468 -1.7271133351775497e-21 2.932779534603469e-05 -1.6614230844425038e-05 4.391455149743706e-06 -1.5013079064374324e-06 0.0 -0.0010404787147868357 -0.23365606680247825 1.0802958236430764 -0.005058864583306842 -2.2187140850856744 2.2193734074220237 0.0 0.0 0.0 0.0 0.0 0.0 0.5810108445019647 -0.018932129139690137 -0.020213357102944186 0.005011009665261495 0.0012296587731489572 -0.012413667984226735 -0.0010369009249316316 -0.23365603829458223 1.0802958470402677 -0.00506264323746423 -2.2186881488822174 2.2193475361807398 0.0 0.0 0.0 0.0 0.0 0.0 0 27.25 27.25 27.0 31.5 33.75 34.25 0.424073 7 253 253 253 253 253 253 1 -0.038307227194309235 -9.346963882446289 0.19153612852096558 0.0 1.0 0.0 47.700321197509766 47.75584411621094 0.5259276032447815 47.584930419921875 47.61359405517578 47.541934967041016 47.48460006713867 47.59926223754883 47.31260681152344 0 4 0.00016095900112607828
4029.839 6.776263578034403e-21 -1.5707963267948966 8.881784197001252e-16 -1.5707963267948966 4.440875157841681e-16 8.881784197001252e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -5.820586031096874e-21 -0.000163226795848459 -8.644604531582445e-05 -7.0883097578189336e-06 2.166797457903158e-06 0.0 -6.396126795301652e-20 -0.0017952028429492708 -0.0009521090097091164 -5.979398230811542e-05 1.8405158520350547e-05 0.0 3.499984450172633e-05 -1.5707652937383791 -7.1475169534096494e-06 -1.5707994900145472 1.9085406165686436e-05 1.2087821232853457e-05 0.0 0.0 -0.0 0.0 0.0 0.0 -0.15590380132198334 -0.2025870978832245 -0.18493007123470306 -0.03611532971262932 0.00024442002177238464 -0.020959913730621338 -5.820586031096874e-21 -0.000163226795848459 -8.644604531582445e-05 -7.0883097578189336e-06 2.166797457903158e-06 0.0 -0.0010514646421173046 -0.23365608293140178 1.0802958207777273 -0.005039134429006546 -2.2187316767053846 2.2193910205878424 0.0 0.0 0.0 0.0 0.0 0.0 0.3339619690798958 -0.001806321725569519 0.0007933479337163772 0.002433787592716241 6.58767385613652e-05 -0.010765375165374175 -0.0010369009249316316 -0.23365603829458223 1.0802958470402677 -0.00506264323746423 -2.2186881488822174 2.2193475361807398 0.0 0.0 0.0 0.0 0.0 0.0 0 27.25 27.25 27.0 31.5 33.75 34.25 0.41576 7 253 253 253 253 253 253 1 -0.09576806426048279 -9.308655738830566 0.07661445438861847 0.0 1.0 0.0 47.708377838134766 47.75315856933594 0.5706873536109924 47.59926223754883 47.61359405517578 47.55626678466797 47.48460006713867 47.584930419921875 47.298274993896484 0 4 0.00020384582967380993
4029.939 6.776263578034403e-21 -1.5707963267948966 8.881784197001252e-16 -1.5707963267948966 4.440875157841681e-16 8.881784197001252e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.7259656624673107e-21 5.9795092965941876e-05 2.097210381180048e-05 4.716611329058651e-06 -1.366508286082535e-06 0.0 1.896629600275607e-20 0.0006576390716669441 0.00023098487816929807 3.9787342061397094e-05 -1.1607361946176363e-05 0.0 3.138780448352918e-05 -1.5707759846885274 1.1746083394825746e-05 -1.5707994900145472 -1.1269246236622621e-05 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 -0.11934524774551392 -0.1210862547159195 -0.17216013371944427 -0.05414389446377754 -0.003928598016500473 -0.0364798903465271 1.7259656624673107e-21 5.9795092965941876e-05 2.097210381180048e-05 4.716611329058651e-06 -1.366508286082535e-06 0.0 -0.0010548239733611882 -0.23365607268693106 1.0802958051649454 -0.00507245962234143 -2.2187127540598692 2.219371940674525 0.0 0.0 0.0 0.0 0.0 0.0 0.2787661901131115 0.058803900899531795 -0.35521257825584773 -0.006114254818074877 0.0010504461820828154 -0.006087151099032874 -0.0010369009249316316 -0.23365603829458223 1.0802958470402677 -0.00506264323746423 -2.2186881488822174 2.2193475361807398 0.0 0.0 0.0 0.0 0.0 0.0 0 27.25 27.25 27.0 31.5 33.75 34.25 0.412741 7 253 253 253 253 253 253 1 -0.07661445438861847 -9.366117477416992 0.05746084079146385 0.0 1.0 0.0 47.72539520263672 47.76121520996094 0.48788174986839294 47.61359405517578 47.64226531982422 47.57059860229492 47.498931884765625 47.61359405517578 47.32693862915039 0 4 0.00027811525797005743
4030.0389999999998 6.776263578034403e-21 -1.5707963267948966 8.881784197001252e-16 -1.5707963267948966 4.440875157841681e-16 8.881784197001252e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.9174986409105576e-21 0.00015430155326612294 5.6253506045322865e-05 8.613502359366976e-06 -2.16753733184305e-06 0.0 6.502622648950673e-20 0.0016970410994177252 0.0006195710829562323 7.265986974798549e-05 -1.8411443089580577e-05 0.0 2.384185791015625e-07 -1.5708066425719203 -3.5524365102901356e-06 -1.5707994900145472 -7.931386129200746e-06 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 -0.14111442863941193 -0.1927908957004547 -0.18842588365077972 -0.04100502282381058 0.008350137621164322 -0.0336308553814888 5.9174986409105576e-21 0.00015430155326612294 5.6253506045322865e-05 8.613502359366976e-06 -2.16753733184305e-06 0.0 -0.0010261032046270976 -0.2336560336060249 1.0802958654860169 -0.005052245626452399 -2.218675760703719 2.2193352102453754 0.0 0.0 0.0 0.0 0.0 0.0 0.6800592022753167 0.04614136386485315 -0.3421039945675533 -0.0038918706164755663 -0.00020491966246243646 -0.016661694421892633 -0.0010369009249316316 -0.23365603829458223 1.0802958470402677 -0.00506264323746423 -2.2186881488822174 2.2193475361807398 0.0 0.0 0.0 0.0 0.0 0.0 0 27.25 27.25 27.0 31.5 33.75 34.25 0.415609 7 253 253 253 253 253 253 1 -0.09576806426048279 -9.28950309753418 0.07661445438861847 0.0 1.0 0.0 47.737037658691406 47.77375411987305 0.5460695028305054 47.61359405517578 47.6279296875 47.57059860229492 47.513267517089844 47.6279296875 47.34127426147461 0 4 0.0002605119880172424
4030.1389999999997 6.776263578034403e-21 -1.5707963267948966 8.881784197001252e-16 -1.5707963267948966 4.440875157841681e-16 8.881784197001252e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -3.740221943764608e-21 -0.0001740520674502477 -7.073870074236766e-05 -6.603379461012082e-06 2.1607768303510966e-06 0.0 -4.110056001126781e-20 -0.001914261534157096 -0.000779109733913038 -5.570331459789698e-05 1.8354017348008183e-05 0.0 1.5716590496595018e-05 -1.5707605165301466 1.5083943502247621e-05 -1.5707879680924925 -3.4634266988575746e-05 2.3996830350370146e-05 0.0 0.0 -0.0 0.0 0.0 0.0 -0.11479067802429199 -0.20244507491588593 -0.15491239726543427 -0.0417381189763546 -0.007097039371728897 -0.04961047321557999 -3.740221943764608e-21 -0.0001740520674502477 -7.073870074236766e-05 -6.603379461012082e-06 2.1607768303510966e-06 0.0 -0.0010777966562201123 -0.23365603887716624 1.0802957788584266 -0.00517601406319137 -2.218720226649531 2.2193794951145214 0.0 0.0 0.0 0.0 0.0 0.0 0.5472858267959807 0.03144401177335633 -0.3229639059459142 -0.006248442590977755 0.002936096340713949 -0.0157297450893726 -0.0010369009249316316 -0.23365603829458223 1.0802958470402677 -0.00506264323746423 -2.2186881488822174 2.2193475361807398 0.0 0.0 0.0 0.0 0.0 0.0 0 27.25 27.25 27.0 31.5 33.75 34.25 0.41114 7 253 253 253 253 253 253 1 -0.09576806426048279 -9.251194953918457 0.038307227194309235 0.0 1.0 0.0 47.71643829345703 47.75942611694336 0.5169755816459656 47.59926223754883 47.6279296875 47.55626678466797 47.498931884765625 47.59926223754883 47.31260681152344 0 4 0.000274460508080665
4030.239 6.776263578034403e-21 -1.5707963267948966 8.881784197001252e-16 -1.5707963267948966 4.440875157841681e-16 8.881784197001252e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.684214347088711e-21 -8.666668145451695e-05 -2.3120659534470178e-05 -1.0050767969005392e-06 4.518215916959889e-07 0.0 -1.85074989179006e-20 -0.0009531784742163572 -0.0002546488895601544 -8.478403359310837e-06 3.8378522341639046e-06 0.0 -3.163014547169496e-06 -1.5707994900145472 1.5083943502247621e-05 -1.570784406071045 7.152556918299524e-06 -1.0315571920216371e-05 0.0 0.0 -0.0 0.0 0.0 0.0 -0.16482983529567719 -0.14009666442871094 -0.24700014293193817 -0.05591637268662453 0.000215139240026474 -0.025017110630869865 -1.684214347088711e-21 -8.666668145451695e-05 -2.3120659534470178e-05 -1.0050767969005392e-06 4.518215916959889e-07 0.0 -0.001042644188718127 -0.23365604235211235 1.0802958253833561 -0.005073278687787615 -2.2186969336987006 2.2193562290468236 0.0 0.0 0.0 0.0 0.0 0.0 0.5317198425902039 0.012299723050547051 -0.5284733340653925 -0.0075943677847822594 -0.0003560694663060592 -0.01464441481714378 -0.0010369009249316316 -0.23365603829458223 1.0802958470402677 -0.00506264323746423 -2.2186881488822174 2.2193475361807398 0.0 0.0 0.0 0.0 0.0 0.0 0 27.25 27.25 27.0 31.5 33.75 34.25 0.405592 7 253 253 253 253 253 253 1 -0.05746084079146385 -9.232041358947754 0.1149216815829277 0.0 1.0 0.0 47.70389938354492 47.764801025390625 0.5169755816459656 47.57059860229492 47.61359405517578 47.55626678466797 47.47026824951172 47.59926223754883 47.31260681152344 0 4 0.00016889263861230575
4030.339 6.776263578034403e-21 -1.5707963267948966 8.881784197001252e-16 -1.5707963267948966 4.440875157841681e-16 8.881784197001252e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.834677712913379e-20 -0.0003379776608198881 -0.00014451565220952034 -1.5063256796565838e-05 4.815004103875253e-06 0.0 -2.0160910824006779e-19 -0.0037171496664884854 -0.0015916824487140029 -0.00012706726742456816 4.0899488105250536e-05 0.0 2.5267573278142663e-07 -1.5707994900145472 1.1746083394825746e-05 -1.5707602664263796 -7.931386129200746e-06 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 -0.17759878933429718 -0.13228845596313477 -0.1692589968442917 -0.046741001307964325 0.002826336771249771 -0.036979831755161285 -1.834677712913379e-20 -0.0003379776608198881 -0.00014451565220952034 -1.5063256796565838e-05 4.815004103875253e-06 0.0 -0.001044109957478317 -0.23365602385667983 1.0802958259191986 -0.005120742054081729 -2.2187064921408925 2.2193659988118575 0.0 0.0 0.0 0.0 0.0 0.0 0.6561300403575849 -0.05822179582103935 -0.26206754637548463 -0.0014550549305352117 0.007719166796473777 -0.013076901281725749 -0.0010369009249316316 -0.23365603829458223 1.0802958470402677 -0.00506264323746423 -2.2186881488822174 2.2193475361807398 0.0 0.0 0.0 0.0 0.0 0.0 0 27.25 27.25 27.0 31.5 33.75 34.25 0.408929 7 253 253 253 253 253 253 1 -0.038307227194309235 -9.308656692504883 0.09576806426048279 0.0 1.0 0.0 47.687782287597656 47.73076629638672 0.5169755816459656 47.55626678466797 47.59926223754883 47.513267517089844 47.47026824951172 47.57059860229492 47.28394317626953 0 4 0.0005139020504429936
4030.439 6.776263578034403e-21 -1.5707963267948966 8.881784197001252e-16 -1.5707963267948966 4.440875157841681e-16 8.881784197001252e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.3283927601727103e-22 1.3442324870993616e-06 -1.0536190529819578e-05 -2.279945647387649e-06 1.3759942874003173e-07 0.0 2.5586246734045222e-21 1.4784153277227986e-05 -0.0001160446661013326 -1.9232656871940567e-05 1.1687937117465902e-06 0.0 3.1349543860415e-05 -1.5707994900145472 8.408223287403871e-06 -1.5708028278746546 7.152556918299524e-06 -2.557436098271637e-05 0.0 0.0 -0.0 0.0 0.0 0.0 -0.07948379218578339 -0.20522062480449677 -0.20348183810710907 -0.04788997024297714 -0.005901556462049484 -0.027995942160487175 2.3283927601727103e-22 1.3442324870993616e-06 -1.0536190529819578e-05 -2.279945647387649e-06 1.3759942874003173e-07 0.0 -0.0010294548736686994 -0.23365608283357944 1.08029583915447 -0.004990204304153901 -2.2186941703135017 2.2193533472306926 0.0 0.0 0.0 0.0 0.0 0.0 0.6403200988858646 -0.009610623775280963 -0.2589332556174538 -0.0007270811674745022 -0.00025522906540024657 -0.013840513549320185 -0.0010369009249316316 -0.23365603829458223 1.0802958470402677 -0.00506264323746423 -2.2186881488822174 2.2193475361807398 0.0 0.0 0.0 0.0 0.0 0.0 0 27.25 27.25 27.0 31.5 33.75 34.25 0.414222 7 253 253 253 253 253 253 1 -0.07661445438861847 -9.289502143859863 0.09576806426048279 0.0 1.0 0.0 47.69584274291992 47.74330520629883 0.5415935516357422 47.584930419921875 47.59926223754883 47.5275993347168 47.48460006713867 47.57059860229492 47.28394317626953 0 4 0.00012159347534179688
